,name,rating,lat,lng,geometry,park_area_ha,polygon_geometry
18,Hampton Court Green,4.5,51.4071649,-0.3433714,POINT (-0.3433714 51.4071649),6.580527250699359,"POLYGON ((515117.307423378 168939.9274087269, 515120.168331175 168948.8260976086, 515125.2645528963 168957.3413060335, 515128.4968292048 168962.7325253916, 515175.0108562753 169027.2679728201, 515276.2691699617 168964.3667428963, 515410.2941847249 168900.6842029329, 515440.7885579622 168925.7959410445, 515539.5249255913 168863.5770193922, 515498.46066489 168764.681572555, 515463.5711659173 168678.8325764292, 515459.7599946788 168673.5059252588, 515445.5056105249 168667.7872302927, 515432.4390323548 168667.3914897283, 515420.4459235112 168671.8376826378, 515282.4445778466 168801.2970168637, 515235.3943896351 168842.1129639892, 515187.5782550088 168883.6018483643, 515117.307423378 168939.9274087269))"
19,Durants Park,2.0,51.6541327,-0.0483774,POINT (-0.0483774 51.6541327),19.70400073989741,"POLYGON ((535103.4754887873 196810.9405758083, 535103.8322589325 196826.0847512297, 535104.412004265 196838.8422762416, 535109.620884964 196879.121656777, 535114.9081059782 196913.6163660899, 535119.6186415296 196933.6843737831, 535129.0836009781 196961.8140183664, 535137.4311614409 196983.0587132156, 535170.8270176118 196974.3364896634, 535179.6303665861 196971.2778423537, 535223.2052491012 196954.1368206069, 535209.9188571412 196916.4678775055, 535319.2368471245 196900.9749190636, 535370.6907518193 196892.8597257266, 535464.4866729693 196877.7778066473, 535596.9556453713 196856.2896662139, 535604.4537721016 196891.333975347, 535609.0215749049 196916.3953732852, 535606.8933195262 196918.0632029527, 535598.6286706676 196924.5074934658, 535617.0714042243 197025.5700924433, 535621.170944656 197047.4362129304, 535627.1163567572 197079.1894227022, 535634.5541654492 197077.2411625595, 535728.0759355611 197051.9186855219, 535731.5628671874 197050.1760982026, 535728.0453165647 197027.7913243744, 535725.6151412047 197009.7647232797, 535724.120698069 196998.6517708682, 535721.4584042027 196971.9943742043, 535721.1148780037 196968.5464536722, 535717.3566448713 196929.8520191284, 535723.5024005669 196905.1337233727, 535720.2979860968 196876.4920417409, 535718.7686795751 196864.354340394, 535715.7094018984 196841.3920827215, 535741.5287985423 196836.7546480283, 535766.8721069237 196833.350948653, 535811.5188139679 196827.205194677, 535854.4621561421 196817.219248467, 535840.6310319733 196696.9159808023, 535858.9392868588 196701.8592632705, 535868.2885809604 196704.2805318046, 535895.2426143432 196706.3959408646, 535930.9845598616 196702.7160926372, 535957.5129589925 196696.7188490857, 535972.5136683534 196697.2335011258, 535977.772385502 196681.872925091, 536002.4415594414 196652.611868442, 536020.5821352841 196635.4834142879, 536019.7909386373 196627.839110205, 536017.7069282726 196602.6326476783, 536013.1239562709 196582.0551946561, 536014.385414896 196553.9451606825, 536014.6646537222 196524.261846989, 536016.5994481684 196501.7453025628, 535982.4895285701 196509.80860852, 535960.2611202657 196504.9153008111, 535906.0817426525 196511.4713647516, 535845.5675952527 196519.8609433529, 535848.3871034015 196564.1056232047, 535905.2987466613 196553.4826062386, 535930.3957446695 196559.042601816, 535919.925981772 196600.871360272, 535918.3590411526 196606.3712275393, 535891.7940990222 196599.8036528521, 535888.1552727788 196612.3366919995, 535868.4065704908 196634.1965125931, 535832.5261132941 196637.6060171674, 535818.3493316318 196638.8833474736, 535804.9469670765 196646.3800778901, 535774.7096076718 196652.3230446419, 535757.3682601784 196654.6729311724, 535744.7238790555 196666.4301140328, 535716.6328295871 196670.5614573964, 535712.6272357147 196671.2440681577, 535696.5643460512 196665.6827471569, 535691.9968357328 196658.6716525228, 535686.1015656611 196639.2278222278, 535682.1883989557 196604.9918154569, 535680.8859302108 196594.1956413852, 535672.4843803673 196583.5317130885, 535661.7180503717 196574.8297358348, 535643.7941918906 196567.4047329427, 535617.8224132879 196559.3521915136, 535597.5002645741 196552.2970464029, 535592.5915734791 196548.4485139144, 535591.3912133425 196543.1303105678, 535592.6788063064 196525.0588414785, 535589.7380072536 196525.2693254761, 535586.8735998709 196525.4707310498, 535584.9800366986 196525.6091419449, 535554.4782076944 196529.0090656448, 535551.1654172401 196529.4099119742, 535551.2341024631 196577.7203588656, 535556.5849133262 196639.9605660574, 535556.4522330093 196657.5622222877, 535522.2152805985 196664.7571310703, 535469.3144189208 196675.8813189535, 535367.768295381 196697.4440048576, 535335.6569767585 196709.8161399478, 535339.0842511479 196769.0109886339, 535221.9976166314 196780.846061946, 535142.3666295324 196793.4844824318, 535105.3012785595 196800.6399374495, 535103.4754887873 196810.9405758083))"
20,Wandsworth Park,4.5,51.4623485,-0.2045399,POINT (-0.2045399 51.4623485),8.947085547640052,"POLYGON ((524619.6375700017 175228.363524314, 524623.7094488463 175284.3542961521, 524627.3143783766 175329.8853603281, 524629.3927989925 175343.7893996409, 524629.7917922675 175347.0816429809, 524630.8838390337 175353.8624876419, 524637.2893503441 175394.0098737479, 524638.038260188 175399.1911543671, 524638.9123055341 175402.3837580532, 524725.7807798062 175374.4680302937, 524781.2203284197 175359.3138939433, 524921.6913976499 175325.2157656353, 525003.2703373281 175309.3256463351, 525065.6165376802 175301.687987071, 525065.4518482225 175297.9229896851, 525062.8935314511 175254.9318887793, 525075.2100335893 175251.8184141915, 525082.6511600662 175222.5144544164, 525083.5743401459 175218.8874520769, 525089.7636639834 175185.936448867, 525093.3425675905 175165.5950599489, 525096.0657281341 175133.404566559, 525099.9666135258 175094.8671951506, 525102.024562747 175070.5160782391, 525097.9257285534 175063.0715072338, 525090.3938505192 175061.5400951491, 525060.4704036773 175075.9712742319, 525047.0704625229 175081.8622149955, 525006.5702448852 175099.0382760033, 524995.9527430229 175102.5830830801, 524951.0586747241 175116.4137379062, 524890.995480887 175137.1609167393, 524847.7255416021 175154.5150645031, 524801.5792137559 175172.9674067392, 524786.9997573163 175178.7967190441, 524740.5892499466 175191.31240673, 524660.9486486269 175211.7495532043, 524628.3001092392 175224.3027657989, 524619.6375700017 175228.363524314))"
21,De Mandeville Gate,3.9,51.6475685,-0.0564256,POINT (-0.0564256 51.6475685),5.8940212911708665,"POLYGON ((534307.9189834924 196019.2646653877, 534320.6991670316 196252.2862367723, 534337.5333404522 196267.4784290064, 534400.2601392494 196265.1500301734, 534438.7502710454 196260.7424817957, 534458.1780350512 196260.3909785259, 534589.2482232768 196254.3739547282, 534582.1424844811 196126.7540949335, 534579.7914531754 196117.5440276865, 534576.2932931762 196041.9117081972, 534398.7996150795 196061.952355409, 534397.0553911022 196016.3466164976, 534307.9189834924 196019.2646653877))"
24,The London Wetland Centre,4.6,51.4765405,-0.2354679,POINT (-0.2354679 51.4765405),40.68291744393062,"POLYGON ((522500.8667420691 176750.4317365194, 522532.5106819712 176929.3016092411, 522596.2213699732 177181.5027799344, 522617.5666055914 177284.3623348151, 522640.1487204047 177356.0408692295, 522695.5159352056 177307.8275275255, 522753.0132993822 177310.4605054832, 522768.1978178151 177317.7811686342, 522832.5628985307 177332.3530406898, 522866.7368301508 177312.8381017352, 522957.0897722469 177322.9318876636, 522989.3640976775 177320.8077570194, 523028.040622265 177320.8414709363, 523097.1238233689 177303.1958967107, 523158.6414507486 177299.3324415843, 523202.5096686237 177285.5288106941, 523221.5104353261 177210.692802156, 523224.2620178843 177097.0642280965, 523223.5570207495 177005.0940330509, 523217.4057113875 176895.8564818515, 523233.6215794437 176762.4809700749, 523171.60830452 176747.7942939037, 523170.7031716863 176747.5832296612, 523106.0139595035 176730.6183447979, 523105.7377990976 176730.544903066, 523037.8630357224 176715.7069789885, 523036.950679275 176715.5068912754, 522965.9044980604 176707.1025227017, 522841.9373965522 176700.7707207234, 522840.5562672602 176700.7040036467, 522812.1339912993 176697.0916809969, 522769.4308249445 176695.2824956477, 522768.1952581456 176695.2304365886, 522722.6859253421 176691.3622380804, 522722.4161661622 176691.3112256111, 522645.4515956567 176679.3526972204, 522583.2333219065 176666.1593601635, 522573.0731136128 176665.3583069748, 522550.4014704645 176663.5772490636, 522525.3994280406 176661.6177930407, 522500.8667420691 176750.4317365194))"
25,The London Wetland Centre,4.6,51.4765405,-0.2354679,POINT (-0.2354679 51.4765405),40.68291744393062,"POLYGON ((522500.8667420691 176750.4317365194, 522532.5106819712 176929.3016092411, 522596.2213699732 177181.5027799344, 522617.5666055914 177284.3623348151, 522640.1487204047 177356.0408692295, 522695.5159352056 177307.8275275255, 522753.0132993822 177310.4605054832, 522768.1978178151 177317.7811686342, 522832.5628985307 177332.3530406898, 522866.7368301508 177312.8381017352, 522957.0897722469 177322.9318876636, 522989.3640976775 177320.8077570194, 523028.040622265 177320.8414709363, 523097.1238233689 177303.1958967107, 523158.6414507486 177299.3324415843, 523202.5096686237 177285.5288106941, 523221.5104353261 177210.692802156, 523224.2620178843 177097.0642280965, 523223.5570207495 177005.0940330509, 523217.4057113875 176895.8564818515, 523233.6215794437 176762.4809700749, 523171.60830452 176747.7942939037, 523170.7031716863 176747.5832296612, 523106.0139595035 176730.6183447979, 523105.7377990976 176730.544903066, 523037.8630357224 176715.7069789885, 523036.950679275 176715.5068912754, 522965.9044980604 176707.1025227017, 522841.9373965522 176700.7707207234, 522840.5562672602 176700.7040036467, 522812.1339912993 176697.0916809969, 522769.4308249445 176695.2824956477, 522768.1952581456 176695.2304365886, 522722.6859253421 176691.3622380804, 522722.4161661622 176691.3112256111, 522645.4515956567 176679.3526972204, 522583.2333219065 176666.1593601635, 522573.0731136128 176665.3583069748, 522550.4014704645 176663.5772490636, 522525.3994280406 176661.6177930407, 522500.8667420691 176750.4317365194))"
26,Broomfield Park,4.5,51.6188894,-0.1196633,POINT (-0.1196633 51.6188894),22.117736595135444,"POLYGON ((530057.1838912115 192697.7514536976, 530058.3854699773 192712.4599692569, 530066.3969603463 192754.3841337567, 530086.7256927271 192863.9372542835, 530109.3558603033 192941.5792868729, 530125.617000694 192998.8384005414, 530237.5123687874 192974.9086956381, 530400.4402039177 192936.9725237972, 530532.4216367955 192895.7842305669, 530647.7921620731 192862.1938350925, 530783.8440127813 192792.0508197449, 530715.9016976003 192677.5035595861, 530660.5736929463 192569.8372111167, 530557.2719533397 192586.7353295011, 530526.8568273862 192590.1018556203, 530503.1211189544 192588.3104558951, 530493.2041297659 192580.9330003625, 530474.2858102029 192553.760758167, 530454.7498012881 192527.1624600951, 530441.625810596 192525.945235663, 530428.059320932 192524.6943911103, 530403.041183026 192526.4202369937, 530381.5425517509 192530.017295304, 530365.9294592912 192536.1473450549, 530318.192120261 192565.7538209998, 530312.6647813879 192572.7222770917, 530297.9612694244 192589.5475761386, 530281.5787872099 192602.1678847225, 530258.1334827367 192612.247424669, 530225.8329381826 192619.7179358626, 530206.1515333178 192622.1717750275, 530176.4235063723 192622.0082658701, 530138.8551028891 192626.3727459204, 530099.730300284 192644.9411753071, 530071.7529864078 192669.1265116793, 530057.1838912115 192697.7514536976))"
27,Kensington Gardens,4.7,51.506987,-0.179165,POINT (-0.179165 51.506987),109.42797591256297,"POLYGON ((525711.9216596193 180555.1592310179, 525720.1180680782 180555.8738049214, 525726.8726489794 180555.9296029788, 525738.46919074 180525.2938642756, 525848.7496895348 180544.7584611011, 525842.3055777561 180567.498789927, 525907.933082375 180577.1022519508, 525928.8967575943 180580.1252160229, 526013.0957240964 180594.0068437948, 526165.845049822 180615.4995557326, 526546.5794193909 180712.2915470933, 526641.1141759679 180737.5795318519, 526679.4880349926 180747.1149861424, 526776.2112449125 180774.2515843064, 526801.5330730574 180781.4928971991, 526807.1889357287 180763.5187013739, 526808.8614550161 180759.3765514869, 526812.7821462317 180750.0050095355, 526859.6180925154 180744.297104181, 526859.5256668406 180736.0383105985, 526864.1306519393 180726.2387900846, 526877.4885154903 180712.0955524456, 526890.507809276 180701.2264607723, 526904.9685238039 180691.5840154209, 526964.7925686649 180656.0017332979, 526972.9294480963 180650.7525945115, 526999.8169379408 180633.4202912459, 527019.1190858405 180613.9957831335, 527030.127405188 180603.3215765562, 527037.555873187 180587.8065383759, 527040.1597895119 180577.8013646382, 527041.6989503891 180568.1701641134, 527043.7540208558 180553.1773470989, 527045.8203609257 180533.5669609344, 527049.6404605944 180496.2967923228, 527055.9573714086 180419.4200257183, 527065.3197631619 180325.9951336037, 527063.951494967 180304.0623058691, 527056.2593044571 180281.7711199422, 527049.2227223529 180285.2005094906, 527047.8981124503 180284.5776539529, 527046.4766259209 180283.9412502233, 527048.1042158732 180280.2208845029, 527048.2488965093 180278.3217239264, 527047.4983603032 180276.6783730163, 527045.9811152604 180275.7057558087, 527043.5175573268 180275.6441859703, 527043.548162336 180273.3082077964, 527043.5718276963 180270.9720561972, 527025.5960602809 180237.8195685784, 527023.2055575611 180235.1115266685, 527019.8989963897 180233.2151472316, 527016.4719306927 180232.5286396501, 527013.1908417827 180233.2255724451, 526971.0440409498 180252.5579688994, 526953.7961355034 180241.6786161505, 526938.660855295 180232.120595532, 526935.3812769895 180219.6873577915, 526933.8323679644 180216.3661169395, 526931.215872737 180210.7482428892, 526932.1360784727 180210.326126463, 526896.2479032008 180133.3303128823, 526895.2782759152 180133.7845845394, 526893.9994087319 180131.0487203937, 526890.9675410512 180124.5414440277, 526884.4477077408 180115.3321883504, 526878.9606901804 180086.9985847364, 526857.0762581551 180024.239552702, 526829.6708323616 179959.239842278, 526795.1072338597 179884.6814558147, 526783.1316510433 179843.044817545, 526780.3564189918 179822.8908063419, 526778.5799081175 179769.9249961704, 526779.9475701381 179745.7126819474, 526782.0184839475 179733.1236934043, 526782.1616335153 179729.6110317512, 526782.3047831209 179726.0983701137, 526782.3843996436 179724.0195477258, 526782.4365556117 179722.7634618148, 526782.4759479297 179721.7407312242, 526782.6978665673 179715.6262423788, 526782.9622672254 179709.7576138269, 526783.0563113078 179707.3787137832, 526783.0932079644 179706.4560668041, 526783.1459186024 179705.1777401317, 526784.6160890347 179682.7038453414, 526785.2134713833 179681.027390229, 526784.7178664907 179678.900842124, 526782.7792019063 179676.4378724835, 526780.2670090105 179674.9731879717, 526765.5152372678 179672.791616859, 526742.2558340777 179668.9514547893, 526714.6145195857 179665.6587021703, 526688.8531874188 179662.1681442211, 526654.5753726437 179658.7659984197, 526650.6240341213 179658.4784060434, 526636.9394034629 179657.503288147, 526624.0326518598 179656.5253252938, 526621.6126549477 179656.3760387518, 526619.1923810029 179656.2378737659, 526595.2651309595 179656.3430772743, 526592.8409804823 179656.36061048, 526590.4171069429 179656.3670244385, 526588.4376982454 179656.3733782806, 526565.3716230143 179656.4779089132, 526563.3830598326 179656.5730629698, 526561.394496757 179656.6682178032, 526539.3580394639 179655.8638033703, 526539.1791216304 179657.7509899925, 526495.162868092 179656.3775319933, 526419.5234293066 179645.3830115854, 526417.2796817401 179650.434644845, 526410.3888446711 179649.3842625457, 526407.6703746014 179648.9494754671, 526404.8752827828 179648.5239122265, 526391.1799823643 179646.859302074, 526386.617839037 179646.2785501538, 526383.8591052035 179645.7871387058, 526380.8133248407 179645.3887392866, 526379.6091395315 179638.7937143308, 526371.4350948301 179637.3999265381, 526327.7638664878 179636.9489379924, 526263.1747337006 179636.5129301867, 526253.7764902089 179636.0347497751, 526124.3074447785 179667.3271145269, 526054.3787443797 179692.0869098229, 526027.6974083055 179699.0921521981, 525964.0262491922 179712.3803006401, 525902.5118459866 179722.4401057201, 525900.7302912566 179727.3587366727, 525869.8833576898 179812.5973705377, 525837.8508061944 179911.8271311125, 525837.0662232763 179914.0665398675, 525900.6425456607 179932.5317060782, 525900.5012708635 179938.2364816648, 525903.9628620939 179942.0275778496, 525908.8093154753 179944.0169791797, 525917.0271319421 179945.5891589589, 525923.2795555773 179942.9622099283, 525925.6480516731 179938.7368870469, 525930.6461404338 179939.6507227409, 525912.3458198858 179995.8128580194, 525911.0694672149 179998.8412382259, 525909.2365379521 180004.7155354354, 525899.3797754124 180036.2397016906, 525886.1421228494 180032.1175010866, 525888.1866832789 180025.547421114, 525882.8184876072 180023.8789343971, 525878.3605758637 180022.4666646526, 525860.6901831911 180079.0228824933, 525859.6737389296 180082.2134900292, 525855.6575458194 180080.912319217, 525820.0258464869 180200.2156099142, 525721.9085012828 180526.9984027959, 525711.9216596193 180555.1592310179))"
28,Fryent Country Park,4.4,51.5770045,-0.2744435,POINT (-0.2744435 51.5770045),106.72347359916343,"POLYGON ((518730.7068442344 187619.3024345154, 518866.3728840625 187745.1308664364, 518966.7681858866 187827.0749553415, 519047.9621260575 187888.3974688449, 519208.9831023862 188063.0435195292, 519247.1680824074 188083.9696232116, 519285.3527530535 188104.8960198978, 519319.9372518939 188116.1800516476, 519412.1076083303 188163.4913306709, 519450.0898175515 188162.0604227621, 519519.5954622403 188242.6321133375, 519580.7905664835 188296.8941162294, 519650.5809562701 188334.680567775, 519710.6905741332 188364.6397985256, 519766.8364976313 188506.6094126191, 519810.7319886349 188486.8837465587, 519816.403184498 188498.8790179684, 519834.4814446584 188489.2253166508, 519843.5875047079 188506.6427100615, 519865.2619519981 188495.883545613, 519882.0014087199 188517.6429392572, 519900.3745448068 188495.5232014389, 520016.2860277568 188399.7592271016, 520068.0863730234 188322.6522608425, 520125.3932620166 188340.0323600618, 520147.8477680194 188321.570764719, 520191.5604881552 188359.9931785819, 520186.3750844068 188327.8247649589, 520145.9185345095 188227.1577766232, 520155.2108546991 188161.5066965281, 520159.4481595769 188108.1979735144, 520142.6269471339 188039.5469929399, 520112.9305124527 188037.0631887287, 520106.8908414328 187965.696873355, 520120.0709363723 187961.8587295841, 520091.3830238609 187816.3516346425, 520077.2522033632 187734.7128483912, 520076.5960653806 187661.6938057813, 520076.7648412513 187654.5654676306, 520065.0283297847 187647.7672441191, 520048.2479234575 187526.8769936999, 520026.8798755289 187449.2063483553, 519984.746697436 187338.6319765578, 519946.3495752699 187281.0991578255, 519843.9113491129 187217.3798520664, 519819.6698799017 187271.1284608195, 519786.7774792187 187259.0355364111, 519756.2731827076 187254.7435038266, 519729.8625636107 187269.7198490659, 519640.0745932382 187250.4435770434, 519617.2946973959 187224.3813371379, 519500.5724996479 187220.7955328319, 519444.3423193226 187233.3350998166, 519425.8779238124 187269.8413754171, 519395.6984328462 187280.0240361151, 519310.7979682562 187254.5597805452, 519270.8175633419 187253.1076633229, 519222.4870058271 187263.8325932316, 519167.3452156519 187284.7013648865, 519169.5581357533 187301.4769420917, 519133.3491452481 187335.4866059129, 519101.1695327265 187401.0688434221, 519127.3351696676 187486.7366198945, 519128.4668865494 187490.8022316195, 519090.0496707341 187515.2802514188, 519090.6088166866 187529.55793967, 519076.2616959505 187550.9072058897, 519084.5840082763 187586.2410472741, 519072.9402550073 187594.9247348821, 519072.7012133813 187604.8108487229, 519038.4152798855 187613.7196864639, 518956.0227830563 187594.4286836481, 518883.4449953073 187581.4443220058, 518858.7635945298 187598.8578404679, 518730.7068442344 187619.3024345154))"
29,Hampton Court Park,4.6,51.40558840000001,-0.3209247,POINT (-0.3209247 51.40558840000001),203.56398653062072,"POLYGON ((515820.0181408944 168089.2797418879, 515861.7010845491 168076.3181389492, 515866.636911706 168101.6977143112, 515888.6391103111 168248.9848185739, 515927.4106913399 168258.4436764829, 515959.7566030179 168276.5687566128, 515986.738341124 168297.9878695908, 516017.6616523637 168337.3431367379, 516029.7023799999 168362.0833637125, 516038.4312329331 168387.0932279915, 516042.3488101884 168421.6957373951, 516043.8817012862 168424.3675009923, 516040.5547056698 168455.9124678395, 516026.9161884509 168504.212659802, 516016.7843171982 168525.311198256, 516003.7882787344 168544.7535983673, 516065.5250495671 168571.2136082828, 516095.059313098 168581.899030095, 516102.9385520896 168584.8820980808, 516140.004217868 168598.8433604838, 516109.6329424311 168801.405562933, 516106.8184491694 168820.2004251149, 516411.7016296955 168876.1137097665, 516683.4718052805 168926.1922737194, 516737.7964068924 168935.646086033, 516791.0661017854 168950.1387840354, 516823.5445523792 168963.677526497, 516853.2651814818 168980.3465575492, 516979.8194317827 169057.1027659471, 517102.1399144545 169138.3824963769, 517158.6037784151 169174.5486009425, 517218.16606795 169208.4722812548, 517454.2024276553 169310.9001400357, 517540.8304553531 169314.8201684725, 517528.1140026306 169291.7404858712, 517523.2897660603 169261.332373339, 517512.5017289519 169165.6979215502, 517509.5043858865 169166.229704791, 517504.5152167129 169072.5758346759, 517465.904995806 169082.4681433552, 517442.0763171325 169057.8199845259, 517432.9730804479 169041.566306847, 517427.0781437419 169024.6855303464, 517423.0837235412 169005.0446719998, 517417.622938065 168967.178557948, 517416.1926636754 168955.8524401347, 517420.1920249364 168915.1109286703, 517427.3039478535 168871.2589299988, 517435.4747822148 168824.6386084054, 517437.3357752131 168808.181127521, 517441.9549142211 168807.9425280867, 517440.2399571676 168799.9143669591, 517450.8012879492 168797.8876958292, 517414.3594299793 168615.4788480994, 517410.1261957178 168485.2148622843, 517409.8090489407 168481.7584127849, 517367.0377225794 168353.1670404956, 517312.9656063431 168125.1032689622, 517296.4780334521 168066.9677747137, 517281.1613841955 168031.4567334613, 517263.6842091907 167986.3720145966, 517260.3381766012 167979.0296790925, 517036.1771977036 167487.1998967949, 516664.5962065651 167239.9699019046, 516629.6797046968 167233.0081574156, 516499.5447020188 167234.6430015503, 516479.6578778601 167247.7520496085, 516436.5816410944 167276.5653266845, 516271.3919911955 167499.2292690379, 516295.1053552066 167523.4014861184, 516320.4377092492 167549.2128871048, 516275.8171538952 167619.6931732224, 516215.3354287131 167652.2729077932, 516018.2181222788 167846.5912119288, 515820.0181408944 168089.2797418879))"
30,Hoop Lane Jewish Cemetery,5.0,51.5772099,-0.1940891,POINT (-0.1940891 51.5772099),5.926270336694721,"POLYGON ((525060.8111760243 188236.9975973786, 525104.827124758 188248.2760688112, 525088.1325845666 188298.3043681404, 525104.4815964964 188311.1703476647, 525138.6607449332 188244.0146598758, 525207.6979677281 188288.3923350647, 525252.1860704713 188251.902960446, 525344.2705881218 188131.5106191193, 525348.1833455908 188120.1906827298, 525351.0899084613 188112.2730983002, 525355.989118119 188099.753544796, 525330.0368947949 188086.916448116, 525291.7516716644 188064.7727164106, 525239.1750067151 188029.7914172741, 525215.2890343909 188009.0610508174, 525197.6798793994 187992.7252894464, 525168.7594117549 187966.9637064984, 525133.4773430647 187937.1284941701, 525107.6054275732 187919.5765911397, 525107.7997166913 188042.0932426024, 525060.8111760243 188236.9975973786))"
31,Big Wood,4.2,51.5838823,-0.1892502,POINT (-0.1892502 51.5838823),7.798036772502849,"POLYGON ((525390.5851899855 188765.7913708793, 525555.0793114138 188885.3092434252, 525610.1428586093 188875.1453573424, 525689.3742064091 188858.7378688392, 525769.6588720427 188842.3688577111, 525783.515291845 188805.2466863904, 525663.0930694146 188645.697839676, 525516.664926128 188558.715295191, 525507.3226264789 188570.3680469794, 525496.9985989426 188565.9508431765, 525505.0093268197 188552.9186978398, 525500.8661851974 188550.8577187, 525522.6515543873 188514.8770056106, 525499.0111032386 188501.1725965975, 525477.0778219622 188549.8572009807, 525473.6675957527 188561.8793785858, 525480.7192373755 188567.4284234402, 525488.3982739224 188605.8855170835, 525452.4908263232 188601.3025721089, 525442.1049825797 188643.6522759009, 525438.6116686949 188667.7233570301, 525390.5851899855 188765.7913708793))"
32,Big Wood,4.2,51.5838823,-0.1892502,POINT (-0.1892502 51.5838823),7.798036772502849,"POLYGON ((525390.5851899855 188765.7913708793, 525555.0793114138 188885.3092434252, 525610.1428586093 188875.1453573424, 525689.3742064091 188858.7378688392, 525769.6588720427 188842.3688577111, 525783.515291845 188805.2466863904, 525663.0930694146 188645.697839676, 525516.664926128 188558.715295191, 525507.3226264789 188570.3680469794, 525496.9985989426 188565.9508431765, 525505.0093268197 188552.9186978398, 525500.8661851974 188550.8577187, 525522.6515543873 188514.8770056106, 525499.0111032386 188501.1725965975, 525477.0778219622 188549.8572009807, 525473.6675957527 188561.8793785858, 525480.7192373755 188567.4284234402, 525488.3982739224 188605.8855170835, 525452.4908263232 188601.3025721089, 525442.1049825797 188643.6522759009, 525438.6116686949 188667.7233570301, 525390.5851899855 188765.7913708793))"
35,East Finchley Cemetery,4.6,51.5930089,-0.1841121,POINT (-0.1841121 51.5930089),14.98358769805865,"POLYGON ((525708.0309834839 189502.8872989463, 525722.6234507211 189562.5917298158, 525749.8451693038 189651.0178513991, 525705.0381429362 189664.0714880896, 525766.1948669987 189772.5343589492, 525823.157785682 189874.2175108292, 525842.7259981923 189890.2929209014, 525875.0499814472 189902.3232817207, 525898.9707831305 189907.2238192082, 525950.720671872 189866.2922398985, 525947.6188081556 189844.9728730009, 525934.8406154834 189815.6015849439, 525960.9744833625 189798.6808550012, 525942.8626366648 189758.5836698232, 526002.9721711494 189730.7903929076, 526018.9503288007 189760.5196112968, 526021.1434919552 189776.2860939533, 526006.8169676156 189784.3867159063, 526016.0860949012 189818.5670142307, 526032.1533913576 189805.9585883247, 526072.2765127713 189773.6187437576, 526111.8593748589 189752.4265849174, 526096.0835185082 189725.4505659884, 526091.921521093 189720.0169660087, 526076.8056646783 189699.3778262904, 526093.196878108 189688.535769639, 526063.4593442247 189625.4266658371, 526034.9213268806 189545.2669847891, 526018.8930725417 189309.5565749881, 525771.3298874159 189366.4555054184, 525785.4614120678 189480.472714769, 525708.0309834839 189502.8872989463))"
36,St Pancras and Islington Cemetery,3.9,51.6006902,-0.1645761,POINT (-0.1645761 51.6006902),62.41939402983366,"POLYGON ((526758.6501653071 190373.2208111818, 526821.7582929771 190397.4890079173, 526815.7345132009 190404.7491687934, 526807.602147199 190417.8986616023, 526805.2253629859 190431.1810787419, 526803.9863937671 190448.8428341192, 526785.8618206242 190443.9605155084, 526780.2742810833 190460.3784538304, 526790.1715593057 190475.8374376429, 526798.8613391093 190490.2536199816, 526766.3412848093 190619.5094893056, 526803.7520516905 190655.352720587, 526869.1757649456 190654.7984614774, 526877.8849095278 190735.9359921273, 526891.680952876 190740.1205132541, 526955.0871541677 190812.5692002913, 526999.4960795481 190826.4900654794, 526963.8184796422 190977.6314870802, 527115.1774983102 191059.0196785083, 527254.7788779653 191159.2121430489, 527319.8336466885 191198.4580637017, 527356.8029369703 191212.9519362969, 527397.6943643526 191226.5988832934, 527426.233801197 191234.0823137306, 527460.8737433777 191241.7194105333, 527487.997844956 191245.1393912448, 527604.643086574 191234.5898210157, 527760.2598153257 191230.8343171498, 527768.7689090582 191200.8819478442, 527751.928162627 191176.2768720777, 527721.2743141527 191114.1461887818, 527599.0650625537 190792.7835017244, 527567.1850759056 190727.7076516639, 527485.6713972455 190529.6767402058, 527433.7075869628 190414.0669902189, 527425.9469699361 190393.6307456475, 527415.196655027 190352.6334653529, 527412.7635441668 190349.9016632117, 526804.2412749809 190158.1315987663, 526795.0306859182 190170.5976155775, 526771.6595439598 190207.7907784623, 526819.0440578198 190227.6595885392, 526758.6501653071 190373.2208111818))"
