,name,rating,lat,lng,geometry,park_area_ha,polygon_geometry
3041,London Water Ring Main New River Head,4.8,51.52834730000001,-0.1076666,POINT (-0.1076666 51.52834730000001),0.29160567400313414,"POLYGON ((531210.3014191001 182736.3677364843, 531214.1833440952 182737.6364345561, 531256.7053332061 182750.4637786287, 531274.0337875752 182751.6571697471, 531273.1346008244 182735.1536897788, 531273.9201791374 182725.4371869156, 531277.4470758971 182713.8553013145, 531281.5070531401 182703.1329070808, 531260.5454014506 182697.2164510243, 531239.6235985172 182691.3678798068, 531225.2920802281 182701.7804139677, 531217.5742995644 182713.3097011782, 531210.3014191001 182736.3677364843))"
3042,Richardson Evans Memorial Playing Fields,4.3,51.4358747,-0.2492549,POINT (-0.2492549 51.4358747),15.620319877062215,"POLYGON ((521507.1651103868 172249.9048429448, 521514.5499492625 172251.3938590731, 521521.1205247248 172248.8244743909, 521527.5406398753 172246.4406644033, 521529.6518388746 172252.6885850083, 521533.6309409934 172263.7210284384, 521540.1640005617 172280.2219636432, 521544.4722755686 172292.0300110913, 521547.8660333604 172301.0679538774, 521548.4677530812 172302.3730033987, 521556.7460225116 172303.1379017427, 521596.8524928674 172301.9360434828, 521654.834797257 172332.6497977405, 521697.5725740564 172358.1266884256, 521769.4778126561 172400.9908779413, 521850.439941589 172453.2967407724, 521857.6631727089 172456.5849386905, 521865.2167367935 172453.0380973045, 521878.8736223038 172432.1459778839, 521903.271222359 172430.3038722977, 521926.9369030723 172397.7234132405, 521958.9586124937 172342.0324621508, 522003.1206560697 172265.2466714419, 522073.7854580306 172142.3857970521, 522076.4562122453 172137.7320194534, 522055.8382460383 172116.431196431, 522016.1384107327 172084.3034889854, 521986.7423247062 172070.5926845315, 521951.0347674072 172056.1524516898, 521919.3513668096 172049.6642135722, 521885.5897968793 172038.175079994, 521844.3984736042 172024.1496939691, 521802.3814935856 172003.3398661416, 521720.6959926493 171985.6553243059, 521703.918040859 171978.5007656661, 521676.3944915753 172030.7957254219, 521635.2324580714 172081.6749051793, 521589.6165757366 172127.4633684471, 521555.8463273589 172169.4066995614, 521534.2622794247 172191.4569503563, 521518.5402406752 172218.4982943245, 521507.1651103868 172249.9048429448))"
3045,Friern Bridge Open Space,4.2,51.61020809999999,-0.145071,POINT (-0.145071 51.61020809999999),4.836684996239212,"POLYGON ((528408.7193740505 191825.6930256599, 528418.3956259837 191833.1713764679, 528427.1087799923 191831.0888883161, 528479.350843044 191873.3082404842, 528485.653909137 191884.2954024138, 528481.5985149624 191889.5783246749, 528485.2433885537 191893.3763204482, 528489.7882428342 191887.9166483143, 528498.219111914 191895.3190544394, 528492.4290914915 191903.7070958972, 528511.2950402477 191917.33874545, 528535.7923489204 191938.6579810266, 528617.7221064375 191834.546309118, 528658.4519568747 191782.7909666601, 528669.0025411517 191779.8430922411, 528680.4245880884 191782.1362812858, 528689.8587820255 191791.2225321049, 528714.9861201033 191798.9271851659, 528733.2802184839 191809.4293711231, 528752.757879224 191825.9706875529, 528733.4376968914 191797.7826475113, 528738.0601129355 191783.8347028315, 528764.1002722 191777.1635271667, 528774.601318648 191754.6409392878, 528775.6087119143 191741.7250082395, 528765.1061582529 191732.4222620986, 528772.9355258575 191728.3260234385, 528786.913733331 191739.6311355754, 528802.7316130209 191746.4318343005, 528806.1753310363 191740.6996138774, 528659.5179265338 191666.0994408006, 528642.3730705621 191693.2495384255, 528630.6137001121 191711.8679762635, 528550.3393334694 191670.9718831995, 528551.7631371407 191688.5786673723, 528529.0030270708 191692.1294004976, 528506.2894948823 191703.9492981933, 528467.2694821365 191732.3142573441, 528462.8771326031 191755.2483069371, 528414.7184254574 191819.1685169495, 528408.7193740505 191825.6930256599))"
3046,Millennium Green,4.2,51.5015946,-0.1099367,POINT (-0.1099367 51.5015946),0.5450622599067305,"POLYGON ((528868.1625995015 192053.0519479476, 528868.6038324056 192058.0372762952, 528872.2621568734 192065.3745325531, 528882.9176299345 192071.8994991379, 528912.6312737104 192086.8881998941, 528940.422470017 192100.9156572805, 528945.9507399872 192102.0134081061, 528949.8538635434 192099.7314574063, 528955.1072134805 192094.7575943124, 528977.0174873869 192053.2526877983, 528985.8958535186 192051.2087570151, 529000.7390781832 192033.1259047261, 528983.5782407845 192030.4075988362, 528957.7718829587 192031.7422421552, 528927.7962217652 192034.3840917962, 528895.5097631086 192038.5363126533, 528875.453594055 192043.1446291351, 528869.9127315886 192048.2559174318, 528868.1625995015 192053.0519479476))"
3047,Coronation Gardens,4.5,51.44630429999999,-0.2003239,POINT (-0.2003239 51.44630429999999),1.0202688860988776,"POLYGON ((525087.8535919324 173489.8139472311, 525119.8358729044 173501.2033970289, 525263.2847248438 173541.8706162554, 525265.8618542335 173534.3342016434, 525267.8024065692 173528.6514814532, 525200.3565431916 173510.6256022456, 525218.6604766257 173448.8084645462, 525132.5495508775 173423.4928008592, 525118.5911458586 173419.3890372443, 525111.3520942599 173417.4420593338, 525096.3868756489 173418.9439172767, 525092.0809683003 173455.8356091795, 525091.5604005283 173460.3292799575, 525087.8535919324 173489.8139472311))"
3048,Currys/PC World Megastore,3.3,51.4316463,-0.0337867,POINT (-0.0337867 51.4316463),0.550757267347035,"POLYGON ((525769.2283284683 175673.1521731322, 525792.2852018176 175685.6723925796, 525791.6904399374 175686.9595728765, 525814.8652764999 175699.4828143737, 525834.682890245 175664.7774387265, 525839.6460717927 175656.3099565716, 525859.6800267808 175622.1441181123, 525796.5220629354 175589.304712779, 525773.8953749462 175631.3737677539, 525787.7115068319 175639.281576044, 525769.2283284683 175673.1521731322))"
3052,Edgware Bus Garage,4.0,51.6115129,-0.2731516,POINT (-0.2731516 51.6115129),0.6692406688889961,"POLYGON ((519603.0282076244 191703.3600732661, 519634.483143815 191748.3881182657, 519636.1777742236 191747.3265808514, 519638.0107133366 191750.6745744193, 519645.5019368131 191745.8777952903, 519643.5251023427 191743.0493653987, 519657.7095071683 191732.635840143, 519662.2036263259 191731.2510073346, 519671.6873909947 191733.3110223904, 519669.6543676071 191740.4843646496, 519719.7301592907 191750.0352312963, 519727.5691109345 191717.0511365831, 519724.4853868728 191716.2104837332, 519730.4555218336 191689.313158588, 519670.3584462772 191676.9662312631, 519650.7301096138 191676.4691275597, 519636.0623563408 191681.5303352327, 519603.0282076244 191703.3600732661))"
3053,Iceland,3.9,51.53313559999999,-0.02910639999999999,POINT (-0.02910639999999999 51.53313559999999),0.05116486507097206,"POLYGON ((519368.5733262346 191744.8847672442, 519375.8347561535 191759.2315879286, 519379.1087685584 191757.5840855205, 519378.0763705234 191755.5346549004, 519405.4395049349 191741.7592039362, 519400.9648420655 191732.9190920239, 519407.8915227003 191729.4327626548, 519406.1305479028 191725.9641591834, 519400.0731608246 191729.0147806194, 519368.5733262346 191744.8847672442))"
3055,Herne Hill Velodrome,4.8,51.4505606,-0.0904914,POINT (-0.0904914 51.4505606),4.3140156422394265,"POLYGON ((532540.9330255758 174168.4272961134, 532597.8657258434 174217.168657778, 532705.0791728443 174308.0594005488, 532727.1380853551 174288.1146570024, 532794.362339037 174273.2087552045, 532795.1962516953 174269.2245071261, 532815.9064064175 174181.3100198458, 532816.9467549566 174164.078003329, 532802.6330436827 174122.6656142419, 532768.8637702566 174047.6855562334, 532722.8610001705 174057.1024888101, 532637.1385068272 174094.7401486633, 532540.9330255758 174168.4272961134))"
3056,Halliwick Recreation Ground,4.0,51.6012511,-0.1520913,POINT (-0.1520913 51.6012511),2.4059653703342687,"POLYGON ((527980.1250251257 190767.3099711485, 527979.8956078188 190782.4266323493, 528002.342138849 190791.973720894, 528009.5122157276 190800.0109986889, 528032.6020566139 190811.2436281415, 528036.8224455834 190810.1373756604, 528089.6291741545 190836.6095919658, 528127.9496594677 190858.2649227751, 528158.9396414323 190874.939088361, 528165.3324898555 190871.2283931833, 528176.5261093959 190782.6684010621, 528195.3085639925 190745.0314228277, 528040.6194119839 190662.9145093515, 528018.4612584523 190752.4550454884, 527984.2316269253 190736.9685012436, 527980.1250251257 190767.3099711485))"
3057,Halliwick Recreation Ground,4.0,51.6012511,-0.1520913,POINT (-0.1520913 51.6012511),2.4059653703342687,"POLYGON ((527980.1250251257 190767.3099711485, 527979.8956078188 190782.4266323493, 528002.342138849 190791.973720894, 528009.5122157276 190800.0109986889, 528032.6020566139 190811.2436281415, 528036.8224455834 190810.1373756604, 528089.6291741545 190836.6095919658, 528127.9496594677 190858.2649227751, 528158.9396414323 190874.939088361, 528165.3324898555 190871.2283931833, 528176.5261093959 190782.6684010621, 528195.3085639925 190745.0314228277, 528040.6194119839 190662.9145093515, 528018.4612584523 190752.4550454884, 527984.2316269253 190736.9685012436, 527980.1250251257 190767.3099711485))"
3058,Summers Lane Civic Amenity and Recycling Centre,4.7,51.6065838,-0.1629043,POINT (-0.1629043 51.6065838),0.5388949853787331,"POLYGON ((527306.5155611795 191342.114282029, 527317.8727496071 191348.6979506472, 527323.7231859096 191347.2203793666, 527424.3655979438 191392.9040065312, 527439.3175819046 191374.7415933223, 527447.2282508014 191363.25664977, 527415.5060839255 191338.5453813481, 527338.8854993267 191306.0733696337, 527321.1863726161 191337.330953608, 527309.8719003148 191336.4901866407, 527306.5155611795 191342.114282029))"
3059,393 (Finchley) Squadron ATC,4.8,51.6032052,-0.1734287,POINT (-0.1734287 51.6032052),0.05139454289645228,"POLYGON ((526574.9816090972 190946.8257094366, 526587.6374165865 190951.1478411121, 526585.4250616925 190957.6021551361, 526605.7346711745 190964.5413880678, 526612.57297224 190944.6159981394, 526603.2288960409 190941.4225527277, 526601.5548585153 190946.2990789943, 526577.9265093197 190938.2309570559, 526574.9816090972 190946.8257094366))"
3064,East India Dock Basin,4.5,51.5092587,0.0027487,POINT (0.0027487 51.5092587),0.4523064689471712,"POLYGON ((539027.7022703727 180715.8347516337, 539047.0094139483 180782.7888037045, 539102.7226321321 180765.0833634551, 539104.7886915847 180762.6693890594, 539101.0933820968 180758.8958494353, 539086.5438817518 180703.6119959245, 539030.7856968346 180695.7765625078, 539027.7022703727 180715.8347516337))"
3065,Bow Creek Ecology Park,4.3,51.5121182,0.0034045,POINT (0.0034045 51.5121182),2.3255019940689827,"POLYGON ((539062.0133268829 181024.9989405461, 539062.0987930256 181045.2217326568, 539062.1666441227 181059.4903048632, 539062.1964284544 181066.268366315, 539062.2180524046 181071.8220713445, 539094.9962890437 181153.6677647815, 539125.4301394708 181237.1522012012, 539133.9722266481 181238.1205598852, 539145.6576776546 181294.1942880673, 539152.91524477 181292.367641842, 539157.2294836142 181291.2727809984, 539166.7569499915 181317.1069927613, 539178.1724465585 181333.8341849576, 539186.6874362566 181345.4184878694, 539201.2394638654 181339.9078782948, 539237.3780986749 181387.1480795099, 539248.6891309877 181397.2845099953, 539250.5867649625 181398.9835330082, 539305.7597178995 181440.7921830856, 539322.9431132174 181442.3761631217, 539337.943298632 181442.0418700628, 539349.6786786511 181439.2254525033, 539360.5066830083 181434.3031418347, 539366.7742606264 181429.8344515374, 539386.1972054518 181408.7556289323, 539433.3750325614 181340.8194483591, 539442.3146124925 181306.8000295182, 539435.9274250028 181305.2448214059, 539435.8913763191 181309.5950853909, 539429.7257900045 181324.004269695, 539416.8853391061 181350.382665851, 539403.9813203968 181370.9836423462, 539397.0301227375 181382.1440359605, 539389.3264898953 181392.638342811, 539381.8378352629 181400.612382744, 539374.5350167835 181407.6344773241, 539367.1265453504 181412.9398916478, 539356.5741168248 181419.2051705236, 539347.9837290953 181424.5672245183, 539335.6357704253 181428.9582273653, 539323.6293220781 181431.2775907412, 539320.6500477095 181431.2960583549, 539311.9247075912 181429.9328474042, 539303.48100587 181427.9207905174, 539289.2314198045 181422.6558638623, 539277.9431595526 181416.7599236675, 539264.2779482305 181407.9054502456, 539254.0377214437 181399.4898615315, 539243.6020625193 181388.5761538869, 539239.2941378555 181383.3612482742, 539195.6308555545 181325.8992516841, 539185.3525950999 181310.7500303254, 539174.7534819923 181289.0596161837, 539172.5657590611 181281.9776148648, 539171.8584073146 181275.8598245984, 539170.1220665881 181214.7724605519, 539169.3514526625 181205.8930721468, 539168.9415265282 181199.8168148486, 539171.7948418793 181192.7393356856, 539173.7127873759 181188.6298057622, 539173.3161717927 181183.5888628608, 539172.4125976166 181179.0570751055, 539170.1686288611 181172.2517504416, 539170.0908410277 181147.4553312605, 539169.588241531 181120.421580142, 539168.332596672 181102.8820705581, 539152.7048403312 181041.1472492668, 539150.4184473145 181035.8876375215, 539148.3220097126 181031.0449824713, 539143.726941007 181023.8748307629, 539137.123101139 181018.2967017898, 539130.3143540239 181014.1151618371, 539121.8562027678 181011.3351807173, 539083.5318614061 181002.9636168428, 539077.3961273027 181002.6065114228, 539070.7003585941 181005.2053925958, 539067.5179200009 181008.5792616502, 539064.5525445683 181013.9176853396, 539062.0133268829 181024.9989405461))"
3067,Coombes Wood,4.7,51.358792,-0.0714992,POINT (-0.0714992 51.358792),2.5585754019725737,"POLYGON ((532401.638775957 160653.7712932344, 532461.5428758521 160691.6977935079, 532479.3048938122 160671.7945228464, 532508.3262321296 160631.1409283812, 532557.1177927561 160594.2823476869, 532683.7261439369 160506.8090189916, 532697.1485885716 160494.3494497091, 532702.2139721257 160485.5899927935, 532703.2174254318 160476.4692384522, 532702.9197143173 160468.3273317131, 532699.3652824198 160458.0757459221, 532691.4316770064 160449.7469025177, 532680.8299514004 160445.9111357119, 532671.8802514441 160447.4594211986, 532663.228110743 160449.0933308161, 532644.0398933239 160450.5430773919, 532631.234612394 160448.3416551329, 532585.4184256138 160479.8020024021, 532551.2563894859 160502.7517458663, 532473.8585431891 160560.6904795441, 532433.8836588067 160599.792154192, 532407.7236037016 160644.1143783402, 532403.24543502 160651.2201825521, 532401.638775957 160653.7712932344))"
3068,Mitchley Wood,4.0,51.3289632,-0.08710659999999999,POINT (-0.08710659999999999 51.3289632),10.385655831427796,"POLYGON ((533213.3981726569 160662.7063974701, 533213.4702765043 160669.3068978909, 533215.4587758494 160676.4691715965, 533221.8375345155 160682.6219025561, 533330.8648975184 160714.004665453, 533312.6064496855 160798.5654226468, 533331.7222187601 160803.8707569776, 533384.1730312649 160814.807903578, 533427.0913123868 160818.6423630596, 533442.1873103152 160820.9055913221, 533456.9607875022 160820.8347916506, 533477.3090242642 160818.1721254022, 533496.6558789257 160815.4166391905, 533504.789618022 160814.6719541102, 533519.6568768939 160813.1460723658, 533499.7954358982 160762.6983312647, 533484.0711083616 160718.2562477641, 533459.4955858003 160676.38743442, 533425.3935946417 160640.5239514835, 533471.6157187702 160640.9619748585, 533498.9970983414 160636.2239861978, 533514.6188146515 160669.9142087502, 533528.0113287767 160720.6270969143, 533559.1078287191 160709.7549923674, 533608.6671820877 160691.2977938222, 533668.5240472037 160670.6843235962, 533720.6247970376 160648.9118046045, 533756.3006512056 160631.7065797797, 533759.9721125168 160629.9331487523, 533739.0665668776 160528.5484806477, 533711.1882975481 160531.9925599699, 533628.8292504882 160541.5355852655, 533608.3154939803 160546.2185909659, 533539.3996883312 160553.8218914237, 533529.8594235963 160553.1500080921, 533522.0187289971 160551.1983245595, 533516.8198312976 160545.2540477527, 533511.1428125583 160535.4582933068, 533502.9117894319 160510.7962521369, 533497.0181255275 160497.8123840047, 533491.8812256502 160488.1531534937, 533489.1040842894 160486.111109359, 533467.0680016298 160489.0190638262, 533403.9785984888 160510.3073137566, 533364.6835964798 160523.5593675644, 533360.3724786309 160534.8972127245, 533305.6126599209 160554.1337733136, 533298.4714407199 160539.2482171518, 533294.3403533695 160517.9982655924, 533294.3521150416 160496.9452852484, 533294.3540532268 160494.9980180351, 533254.3456258774 160469.8089751574, 533244.0205351203 160468.7499814389, 533235.3140322316 160472.1953007559, 533232.1885134079 160476.0307874932, 533232.6639279871 160484.5445973374, 533235.6964545433 160493.6479997287, 533244.3342751249 160507.8268935083, 533245.3509330369 160519.6485511885, 533234.6985475046 160558.4620969954, 533232.4026778445 160586.6550887949, 533213.3981726569 160662.7063974701))"
3069,Ragged Grove,3.0,51.3256944,-0.07688439999999999,POINT (-0.07688439999999999 51.3256944),3.6546801226211465,"POLYGON ((533739.0665668776 160528.5484806477, 533759.9721125168 160629.9331487523, 533766.8361188101 160644.7008890275, 533773.6452947496 160670.0940432973, 533813.2554206213 160623.7488191501, 533867.23412813 160513.7406197504, 533896.388205477 160437.8568118871, 533910.3334699757 160401.5564330462, 533934.5306766953 160323.851664595, 533956.940030451 160275.8442160501, 533976.7191291827 160241.7664771083, 533986.054691839 160218.3314522258, 534005.7118261682 160155.6527119044, 534014.5351875341 160133.1501595151, 533976.120117804 160121.1388756752, 533968.6983630976 160145.2360505387, 533966.4197838693 160152.6429958456, 533957.2702005878 160169.7735839305, 533934.1142077778 160220.1873089867, 533906.8011830038 160264.2942521058, 533889.031816151 160292.9945754123, 533877.4691254345 160316.3047083043, 533874.3483828501 160322.5991466901, 533848.8374900508 160373.8084061538, 533822.4029007661 160423.302220798, 533785.9174000726 160480.2001904699, 533766.0484399188 160513.2636282632, 533760.0834741059 160519.8287103667, 533754.8463715122 160523.6198090594, 533739.0665668776 160528.5484806477))"
3070,Riddlesdown,3.7,51.3258269,-0.08764129999999999,POINT (-0.08764129999999999 51.3258269),37.32273717413199,"POLYGON ((532098.107727153 160443.7388091398, 532108.3600921901 160455.9877850265, 532117.9832812113 160472.0817497236, 532154.5685537833 160492.3439388183, 532187.8669789714 160514.6134258274, 532210.6889145174 160529.5353251814, 532225.131361634 160537.7089339862, 532286.4688178127 160570.7186038056, 532301.2837776346 160579.0356005091, 532322.4817707286 160590.9561271238, 532358.817948282 160610.5457604821, 532400.0057180756 160639.2967222728, 532402.214687235 160640.6780629692, 532407.7236037016 160644.1143783402, 532403.24543502 160651.2201825521, 532401.638775957 160653.7712932344, 532461.5428758521 160691.6977935079, 532479.3048938122 160671.7945228464, 532508.3262321296 160631.1409283812, 532557.1177927561 160594.2823476869, 532683.7261439369 160506.8090189916, 532817.6152156903 160424.2457248241, 532780.9454096747 160357.8864916811, 532811.5812406864 160328.5151220452, 532816.4622662426 160325.2590831809, 532860.5434953868 160286.6229187213, 532897.1900722638 160261.2693651216, 533020.1156859801 160181.1079374019, 533089.8178107394 160139.6680564962, 533133.3066727365 160110.8108951799, 533165.4448862816 160089.4812810937, 533205.0328066167 160063.2048961948, 533251.4021379424 160032.7545528124, 533259.1849707738 160028.1279119366, 533328.1266558715 159990.0763323818, 533359.5058442594 159968.7726054613, 533375.654562071 159951.8791084813, 533383.1816665824 159926.8492234331, 533396.224148444 159899.6708661705, 533413.2410513661 159868.4789805253, 533417.4805415007 159850.8188603368, 533419.771879573 159846.6390188382, 533421.6834982357 159842.849867826, 533549.1873742309 159590.6545485037, 533597.9395097583 159491.612371818, 533615.6481120249 159473.2803097195, 533622.4806804429 159463.9669243524, 533615.0973490581 159454.0486686947, 533590.3297015076 159479.1511605613, 533563.1745614192 159504.3694882472, 533549.273975214 159519.4739673974, 533527.8225052722 159539.6336394893, 533477.7935216469 159578.3652814103, 533469.1206142989 159586.0729885138, 533276.7824174461 159750.0200329502, 533223.6049216818 159802.7149136031, 533166.0391058429 159861.1825439385, 533102.7623613307 159937.95160125, 533039.7501174972 160022.3172008605, 533003.4057058817 160071.3569887748, 532945.2744928191 160107.5238329153, 532981.5784946252 160054.9106884208, 532980.9504872281 160051.711902935, 532968.2342045954 160036.3926769417, 532888.3957685661 160081.5434516902, 532864.1820464631 160095.2356664261, 532853.8152341333 160075.6157742841, 532822.7027350911 160094.5481306649, 532813.7511400591 160083.789155815, 532804.9998013226 160061.2847816453, 532789.9736005031 160039.8527160723, 532644.0218797061 160129.1035094378, 532496.0342806471 160221.2543117592, 532509.3116646138 160226.516517855, 532482.1794148313 160247.4456149006, 532431.9312963447 160264.7942700462, 532423.7547252481 160267.7094329428, 532426.1506510549 160271.0317912201, 532427.8513762938 160275.8939978866, 532428.8938037568 160281.1397531514, 532429.2882387899 160286.1016765552, 532429.1535276296 160291.305834182, 532428.9404466716 160295.2283069367, 532427.2172168125 160302.8171287894, 532424.7387391591 160310.7647349264, 532421.6103265106 160318.7734111738, 532418.1319508009 160324.6810709997, 532415.6420582581 160326.8754960624, 532412.4286974907 160328.7396286846, 532405.8191532793 160330.1041498002, 532389.9108682427 160330.3378429398, 532378.5151744571 160328.340459788, 532371.6019732029 160325.813690368, 532366.084908789 160322.6776614083, 532362.449654561 160319.0228260189, 532359.2115118485 160315.378267438, 532358.2075453547 160313.4940106362, 532357.7722176996 160311.4575539908, 532357.3806185169 160307.7308578938, 532351.6278314801 160297.266892504, 532351.0838678126 160296.1957133987, 532350.7201825797 160295.1625804796, 532299.7661568929 160323.1320613843, 532223.4386398982 160365.0342306799, 532140.0141142013 160416.4350267019, 532134.3005352268 160416.587889709, 532109.2543264261 160434.8576532251, 532101.7082868165 160440.3711561867, 532098.107727153 160443.7388091398))"
3073,Dulwich College playing fields,4.3,51.440952,-0.08270799999999999,POINT (-0.08270799999999999 51.440952),7.2000316047321125,"POLYGON ((533301.0789239781 172968.2481868667, 533385.1156816137 173021.4238433976, 533475.039243086 173049.4505783521, 533557.1131442367 172892.7186210076, 533608.1624835596 172838.251049337, 533597.2101316316 172724.6717539448, 533457.218291798 172632.9825616551, 533370.6905887548 172818.7654322861, 533301.0789239781 172968.2481868667))"
3075,East India Dock Basin,4.5,51.5092587,0.0027487,POINT (0.0027487 51.5092587),1.7567922639231144,"POLYGON ((538981.4768361571 180893.7054620788, 538989.7332962602 180899.8070944331, 539002.2279203215 180900.7497625793, 539016.6360586319 180896.9818164631, 539029.2865013705 180891.9750781599, 539040.8477501181 180883.377458062, 539075.5692302141 180877.7839711925, 539115.8007995152 180866.9998730287, 539146.2056649046 180866.6415036428, 539181.4428539446 180864.0341564909, 539167.0192103863 180767.934162056, 539166.5393971044 180765.9290241845, 539165.4893980762 180764.9654796281, 539153.1859618088 180757.0278409426, 539151.5505014556 180756.6492078882, 539145.718440022 180758.1254192797, 539143.746915855 180757.5929175496, 539135.1473286336 180750.3242828281, 539124.9045911605 180753.1042179953, 539115.3965712031 180755.6817146198, 539106.5796065348 180769.0393851671, 539106.091062075 180769.3821247462, 539044.0286762681 180788.9392005805, 539042.1866239022 180788.2433531688, 539041.1017813799 180786.5221454784, 539040.0212987411 180782.8647025573, 539025.9173664777 180787.4310400755, 539027.0613551837 180791.8135677063, 539026.6481969862 180793.7163632612, 539025.4023219123 180794.3277336412, 539019.2731244145 180812.2549716265, 539016.4753039845 180815.5281114557, 539013.5960221634 180817.4636076064, 539010.0317636111 180818.5457340737, 539006.3732654625 180818.7572644692, 539000.471582301 180834.209095047, 539009.3566734085 180841.1959697442, 539011.2043805207 180846.254322515, 539005.9441793034 180860.0878074722, 538986.3928410284 180876.4572298035, 538991.2697700158 180879.4283675191, 538992.3295319076 180881.3046776809, 538992.2820319026 180883.2953752634, 538981.4768361571 180893.7054620788))"
3076,Dulwich Sports Club,4.3,51.440952,-0.08270799999999999,POINT (-0.08270799999999999 51.440952),6.377675815507143,"POLYGON ((532317.1095945387 173924.0741924218, 532348.388337625 173969.152828847, 532453.5806639657 174080.9165513015, 532570.8698222336 173973.7589991524, 532704.8136666911 173912.3611042538, 532679.236808556 173890.3295620291, 532630.2234194143 173852.9658771788, 532605.7863844963 173837.6076639665, 532517.3369418653 173791.8075814113, 532539.4133500276 173751.9994549615, 532532.0433856534 173747.968636805, 532526.168251859 173744.7445324549, 532503.6802323324 173785.142902404, 532453.8664176714 173758.6876102757, 532441.6345111057 173749.901377801, 532317.1095945387 173924.0741924218))"
3077,Friedrick Street Garden,4.7,51.5091318,-0.1507049,POINT (-0.1507049 51.5091318),0.02025707064561103,"POLYGON ((530765.2312271877 182734.6155645365, 530767.9666626803 182736.7446193926, 530774.7806967163 182742.7509867959, 530779.3561644106 182748.0876999575, 530783.8156577992 182744.7195436037, 530787.9766995463 182738.1166630676, 530771.2473745797 182729.0174159179, 530765.2312271877 182734.6155645365))"
3079,Whitecross Street Market,4.6,51.52388209999999,-0.0934928,POINT (-0.0934928 51.52388209999999),0.12424526632198568,"POLYGON ((532330.6285564986 182333.5152709589, 532336.5530776961 182336.5851097095, 532376.6498984488 182249.3969410472, 532394.04459211 182210.5577306796, 532409.4850065527 182175.5957732482, 532422.3256687352 182139.9763117034, 532415.4932509892 182138.1735503125, 532407.0699695242 182168.1105370255, 532394.3271580795 182199.7154197696, 532363.8806542747 182261.5162983736, 532330.6285564986 182333.5152709589))"
3081,Bunhill Fields Burial Ground,4.5,51.523686,-0.088734,POINT (-0.08873399999999999 51.523686),1.6792833250923305,"POLYGON ((532600.4101665784 182272.7925106424, 532646.9659802748 182281.9198867625, 532639.7282856822 182321.7023064601, 532723.7055241506 182330.5835818359, 532727.5994203899 182298.9819195541, 532730.1305406648 182277.8271388718, 532759.3950313039 182281.0845028331, 532773.9599685394 182282.3665242167, 532775.1193342197 182276.2542209735, 532779.8884887602 182246.7675097088, 532780.1043509505 182245.1484772291, 532780.4774398105 182243.6225775873, 532785.2338716575 182216.4835265216, 532746.7627899379 182211.9505490219, 532747.0534010795 182204.8140282001, 532622.6864681923 182195.9350176398, 532622.2466058133 182197.893171484, 532618.0892044546 182216.2124290801, 532600.4101665784 182272.7925106424))"
3082,Southwark Sports Bowls Club,4.8,51.44323199999999,-0.07506299999999999,POINT (-0.07506299999999999 51.44323199999999),0.3868916777933141,"POLYGON ((533840.068601214 173425.0874858707, 533885.5104174684 173437.5985438879, 533912.9871477403 173393.8761357378, 533876.4962625562 173379.7194540089, 533896.8175300593 173330.9683152221, 533876.9360529091 173321.9664131591, 533840.068601214 173425.0874858707))"
3083,Skyport Industrial Estate,4.7,51.4827771,-0.4794972,POINT (-0.4794972 51.4827771),5.0835833380580935,"POLYGON ((505610.5073419015 177050.4795486673, 505631.348120912 177220.4431122283, 505846.160599707 177179.8589906652, 505882.7666140154 177165.5787063196, 505893.1169450791 177164.2364816049, 505893.0823593272 177143.5310866302, 505882.5233465985 177039.3763879123, 505876.8053002587 176991.6734067636, 505861.2363180507 176981.7259381111, 505769.7206092452 176992.09471642, 505695.8864271382 177018.7640847949, 505610.5073419015 177050.4795486673))"
3084,HMRC,2.8,51.50200410000001,-0.1264896,POINT (-0.1264896 51.50200410000001),1.547740795942008,"POLYGON ((507778.0153099109 176795.6152822759, 507777.05545362 176840.9433052885, 507793.4718199709 176857.6457421844, 507796.6590751018 176882.9685886402, 507801.7035019764 176890.1402527897, 507832.1364615308 176913.8262793681, 507848.3664337763 176921.6021441413, 507887.9423294375 176918.3577926295, 507902.1095972202 176917.912710018, 507902.2769912567 176848.413951526, 507903.0978672914 176800.8466993797, 507894.8376798264 176802.1624319904, 507894.6142264431 176796.9731154254, 507870.7450660978 176797.5797478374, 507867.9394923094 176769.995293022, 507793.3508148062 176772.4981970458, 507783.2094474715 176778.9922236219, 507778.0153099109 176795.6152822759))"
3085,Progress Business Park,5.0,51.6255378,-0.1517886,POINT (-0.1517886 51.6255378),0.8910841666575052,"POLYGON ((530832.7002080777 165694.0540603072, 530878.900890776 165697.8416294057, 530905.2405346826 165704.8593173811, 530920.7833156213 165637.8033532464, 530885.4552119444 165631.2228861041, 530919.5825890617 165568.0927228217, 530875.6639032409 165547.227103768, 530843.3401779372 165613.0965803833, 530832.7002080777 165694.0540603072))"
